transaction_id,account_id,transaction_type,amount,timestamp
7764,1484,CREDIT,852,2025-07-12 05:45:22
7765,1484,CREDIT,4350,2026-02-22 22:45:03
7766,1484,DEBIT,140,2025-09-02 20:35:45
7767,1484,DEBIT,1226,2026-05-13 20:44:16
7768,1484,CREDIT,3884,2025-07-24 21:46:43
7769,1484,DEBIT,2211,2026-03-23 21:57:54
7770,1484,CREDIT,2114,2026-02-01 14:44:44
7771,1484,CREDIT,2540,2026-02-01 05:50:20
7772,1485,CREDIT,3058,2026-06-18 00:46:48
7773,1485,DEBIT,3364,2026-01-05 14:23:31
7774,1485,DEBIT,289,2026-01-14 13:41:25
7775,1485,CREDIT,4089,2026-04-12 10:03:08
7776,1485,DEBIT,1960,2025-07-17 03:49:47
7777,1486,DEBIT,3326,2026-01-22 13:59:56
7778,1486,DEBIT,1671,2026-04-06 14:14:20
7779,1486,DEBIT,438,2026-05-13 08:20:05
7780,1486,DEBIT,2567,2025-10-27 19:22:01
7781,1486,CREDIT,1690,2026-06-13 13:41:10
7782,1486,CREDIT,3828,2025-12-16 09:54:08
7783,1486,DEBIT,3750,2025-07-27 21:06:24
7784,1486,DEBIT,2030,2026-01-02 10:54:52
7785,1486,DEBIT,647,2026-04-04 17:24:47
7786,1486,CREDIT,2224,2026-04-12 02:06:51
7787,1487,DEBIT,505,2026-04-11 15:20:37
7788,1487,CREDIT,4474,2025-12-07 00:20:30
7789,1487,CREDIT,4358,2025-07-28 09:37:25
7790,1487,DEBIT,2460,2026-01-14 06:14:16
7791,1487,CREDIT,4541,2026-02-19 10:36:40
7792,1487,CREDIT,3063,2025-09-28 06:41:52
7793,1488,DEBIT,3528,2026-04-15 20:59:40
7794,1488,CREDIT,1369,2026-03-02 18:21:00
7795,1488,CREDIT,806,2026-01-09 02:15:14
7796,1488,DEBIT,2118,2025-12-04 10:58:49
7797,1488,CREDIT,1863,2025-08-09 19:16:44
7798,1489,DEBIT,524,2026-02-22 02:25:30
7799,1489,DEBIT,3277,2025-08-06 02:05:53
7800,1489,DEBIT,3091,2025-12-09 03:59:03
7801,1489,DEBIT,3576,2026-05-15 10:07:03
7802,1489,CREDIT,771,2026-03-20 15:11:17
7803,1489,DEBIT,2752,2026-01-04 13:41:18
7804,1489,CREDIT,3891,2025-08-12 20:46:22
7805,1489,CREDIT,4511,2026-03-01 21:03:02
7806,1489,DEBIT,651,2025-11-09 00:56:43
7807,1489,DEBIT,4734,2026-06-15 17:58:29
7808,1490,DEBIT,4522,2025-10-12 11:16:35
7809,1490,CREDIT,3911,2025-11-04 19:53:13
7810,1490,CREDIT,3251,2025-10-21 03:55:22
7811,1490,DEBIT,2229,2026-02-28 14:12:36
7812,1490,CREDIT,4384,2026-01-18 22:54:44
7813,1490,DEBIT,4019,2026-04-23 08:12:17
7814,1490,CREDIT,686,2025-08-28 02:28:42
7815,1491,DEBIT,1584,2025-07-12 03:51:06
7816,1491,CREDIT,1659,2026-03-02 15:13:56
7817,1491,DEBIT,1968,2026-03-13 16:02:23
7818,1491,DEBIT,2188,2025-10-30 20:47:54
7819,1491,CREDIT,701,2025-08-10 20:42:03
7820,1492,CREDIT,2583,2026-02-20 12:14:34
7821,1492,CREDIT,396,2026-05-06 20:26:22
7822,1492,CREDIT,4486,2025-07-21 20:18:40
7823,1492,DEBIT,1577,2025-11-25 13:24:14
7824,1492,DEBIT,679,2025-12-19 16:16:39
7825,1492,CREDIT,742,2025-07-19 18:52:48
7826,1492,DEBIT,4933,2026-05-10 06:52:36
7827,1492,CREDIT,4073,2026-02-26 21:33:28
7828,1492,CREDIT,4439,2025-08-20 07:34:33
7829,1493,CREDIT,402,2025-07-19 01:06:37
7830,1493,CREDIT,137,2026-06-17 08:57:30
7831,1493,CREDIT,450,2025-07-06 06:48:00
7832,1493,CREDIT,1641,2025-09-17 10:46:33
7833,1493,DEBIT,1146,2025-12-12 08:16:00
7834,1493,CREDIT,4127,2026-05-06 09:45:43
7835,1494,CREDIT,1514,2026-04-13 21:57:58
7836,1494,CREDIT,1779,2026-06-04 11:13:07
7837,1494,CREDIT,407,2026-05-07 02:49:34
7838,1494,DEBIT,4935,2026-06-14 18:36:57
7839,1494,CREDIT,4521,2026-04-14 01:35:34
7840,1494,DEBIT,4018,2025-08-20 15:38:11
7841,1494,DEBIT,3520,2026-01-12 11:34:38
7842,1494,CREDIT,4209,2026-05-15 01:40:02
7843,1494,DEBIT,154,2026-03-06 14:00:08
7844,1495,DEBIT,256,2026-03-05 02:51:13
7845,1495,DEBIT,770,2026-03-17 17:03:24
7846,1495,CREDIT,152,2025-06-21 12:38:02
7847,1495,CREDIT,899,2026-06-14 22:44:59
7848,1495,DEBIT,2427,2025-07-03 17:54:54
7849,1495,CREDIT,2909,2025-12-10 05:43:25
7850,1495,DEBIT,263,2026-04-21 07:25:51
7851,1495,CREDIT,607,2025-09-20 18:44:18
7852,1496,CREDIT,2348,2025-10-14 04:54:54
7853,1496,DEBIT,4010,2026-05-22 16:26:29
7854,1496,CREDIT,751,2025-09-14 23:39:53
7855,1496,DEBIT,4030,2026-06-05 19:55:08
7856,1497,CREDIT,4726,2025-12-09 14:20:24
7857,1497,DEBIT,2262,2025-06-30 07:59:30
7858,1497,CREDIT,4816,2026-03-24 13:13:50
7859,1497,CREDIT,1186,2025-08-14 03:32:44
7860,1497,CREDIT,3605,2026-01-24 21:00:08
7861,1497,CREDIT,1596,2026-01-09 04:45:27
7862,1497,CREDIT,3831,2025-08-08 01:28:57
7863,1498,DEBIT,827,2025-06-19 13:59:20
7864,1498,CREDIT,3344,2025-07-08 11:50:10
7865,1498,DEBIT,2523,2025-09-24 23:09:10
7866,1498,CREDIT,684,2025-11-14 19:21:41
7867,1498,CREDIT,1571,2025-11-18 02:01:27
7868,1499,DEBIT,2235,2025-08-19 11:30:02
7869,1499,CREDIT,3732,2026-01-12 17:09:06
7870,1499,DEBIT,273,2025-08-19 07:28:53
7871,1499,CREDIT,3253,2026-02-08 19:38:28
7872,1500,DEBIT,619,2026-02-22 14:09:53
7873,1500,CREDIT,181,2026-05-12 08:12:06
7874,1500,DEBIT,592,2026-06-10 08:56:27
7875,1500,CREDIT,3711,2025-09-29 01:49:41
7876,1500,CREDIT,3464,2025-12-28 23:36:43
7877,1500,CREDIT,1641,2025-07-20 04:22:42
7878,1501,CREDIT,1446,2025-12-22 13:25:58
7879,1502,CREDIT,3045,2026-03-19 10:04:26
7880,1502,CREDIT,4701,2026-04-12 23:40:15
7881,1502,CREDIT,4948,2026-04-21 19:40:11
7882,1502,DEBIT,4401,2025-07-09 14:16:59
7883,1502,DEBIT,4727,2025-12-05 09:19:31
7884,1502,CREDIT,847,2025-09-19 02:11:16
7885,1502,DEBIT,1758,2026-03-24 17:03:11
7886,1502,DEBIT,3739,2026-03-12 08:30:10
7887,1502,DEBIT,3024,2025-06-19 12:22:39
7888,1502,DEBIT,365,2026-06-02 10:44:28
7889,1503,DEBIT,2050,2025-06-19 10:06:07
7890,1503,CREDIT,3500,2025-12-02 05:16:13
7891,1503,CREDIT,677,2026-01-28 16:32:41
7892,1503,CREDIT,2470,2026-05-02 09:20:42
7893,1504,CREDIT,4865,2025-11-10 00:41:10
7894,1504,CREDIT,523,2025-08-16 08:55:52
7895,1504,CREDIT,3488,2026-01-02 05:20:47
7896,1504,CREDIT,4261,2026-02-15 09:21:46
7897,1504,CREDIT,2808,2026-04-21 14:21:19
7898,1504,CREDIT,1137,2026-04-02 03:50:48
7899,1504,DEBIT,4311,2025-09-01 13:12:26
7900,1505,DEBIT,1707,2025-08-28 22:57:32
7901,1505,DEBIT,2984,2026-01-07 09:06:03
7902,1505,CREDIT,2958,2026-02-23 16:35:19
7903,1505,DEBIT,2346,2026-03-20 22:12:50
7904,1505,CREDIT,2854,2026-03-28 00:16:06
7905,1505,DEBIT,2368,2025-11-19 19:38:32
7906,1505,CREDIT,3075,2026-04-04 13:50:26
7907,1505,DEBIT,1737,2026-05-23 05:21:44
7908,1505,CREDIT,3624,2025-11-01 01:57:41
7909,1505,DEBIT,2106,2026-04-06 10:46:15
7910,1506,CREDIT,2235,2025-08-01 19:19:32
7911,1507,CREDIT,600,2026-05-26 19:22:38
7912,1507,CREDIT,4451,2025-11-17 19:54:28
7913,1507,CREDIT,1994,2025-06-30 14:55:54
7914,1507,DEBIT,1522,2026-02-19 05:57:07
7915,1507,CREDIT,2233,2026-03-07 09:09:16
7916,1507,DEBIT,2527,2026-05-11 00:50:48
7917,1507,DEBIT,4749,2025-06-19 14:37:52
7918,1507,DEBIT,992,2025-10-11 20:36:19
7919,1507,CREDIT,2614,2026-04-21 11:04:20
7920,1507,DEBIT,1999,2026-05-01 07:58:57
7921,1508,DEBIT,4303,2025-11-19 23:06:47
7922,1508,DEBIT,882,2025-10-29 08:10:26
7923,1508,CREDIT,806,2026-04-11 22:43:46
7924,1508,DEBIT,4926,2025-11-12 23:31:17
7925,1508,DEBIT,4587,2025-09-11 00:28:26
7926,1508,DEBIT,4724,2026-04-13 01:50:57
7927,1508,DEBIT,4258,2026-02-23 03:14:46
7928,1509,DEBIT,3264,2026-02-01 16:36:52
7929,1509,DEBIT,3586,2026-06-15 11:26:22
7930,1510,DEBIT,2683,2026-01-24 12:13:18
7931,1511,DEBIT,272,2025-06-21 16:13:53
7932,1512,CREDIT,1275,2025-10-23 06:37:58
7933,1512,CREDIT,4620,2026-06-02 02:02:26
7934,1512,CREDIT,1899,2026-03-09 03:32:37
7935,1512,CREDIT,1598,2026-03-17 05:01:21
7936,1512,DEBIT,2697,2026-03-16 12:58:22
7937,1512,DEBIT,116,2025-09-12 14:34:25
7938,1513,CREDIT,4255,2025-11-08 17:14:23
7939,1513,CREDIT,508,2025-11-12 05:06:03
7940,1513,DEBIT,2878,2026-04-29 12:57:34
7941,1514,DEBIT,1993,2025-09-08 18:53:38
7942,1514,CREDIT,3319,2026-03-03 10:18:54
7943,1514,DEBIT,4238,2026-04-13 22:53:09
7944,1515,DEBIT,1901,2026-04-02 23:39:54
7945,1515,CREDIT,4742,2025-08-09 22:10:11
7946,1516,CREDIT,2778,2025-11-27 01:33:27
7947,1516,CREDIT,2862,2025-06-20 15:32:17
7948,1516,DEBIT,1934,2026-01-25 10:17:55
7949,1517,DEBIT,308,2025-10-17 22:24:18
7950,1518,CREDIT,508,2025-11-20 18:45:46
7951,1518,CREDIT,253,2026-01-11 13:00:20
7952,1518,CREDIT,217,2026-06-06 13:56:42
7953,1518,CREDIT,1132,2025-09-25 05:53:21
7954,1518,DEBIT,605,2025-06-30 09:49:54
7955,1519,DEBIT,3190,2026-03-15 01:45:02
7956,1519,CREDIT,3132,2026-01-05 08:29:40
7957,1519,CREDIT,4675,2025-08-29 02:58:25
7958,1519,CREDIT,4878,2026-03-14 23:41:55
7959,1519,CREDIT,3462,2026-03-04 11:19:43
7960,1519,CREDIT,2199,2025-12-20 16:25:50
7961,1519,CREDIT,3440,2025-10-06 05:40:31
7962,1519,DEBIT,1117,2025-10-05 16:49:10
7963,1519,CREDIT,1675,2025-09-02 13:28:17
7964,1520,DEBIT,1174,2025-07-27 21:45:38
7965,1520,DEBIT,2057,2025-08-22 14:04:57
7966,1520,DEBIT,4592,2025-11-10 16:36:27
7967,1520,DEBIT,968,2026-01-14 06:57:43
7968,1520,CREDIT,673,2026-05-20 10:04:03
7969,1520,CREDIT,2724,2026-01-15 13:25:05
7970,1520,CREDIT,2807,2026-02-22 00:47:39
7971,1521,DEBIT,4027,2025-07-28 05:05:31
7972,1521,CREDIT,3352,2026-04-13 19:45:50
7973,1521,DEBIT,939,2025-10-13 22:51:24
7974,1521,CREDIT,4261,2025-11-10 17:11:12
7975,1521,DEBIT,3311,2025-07-30 21:01:46
7976,1522,DEBIT,1421,2025-11-24 11:38:04
7977,1522,DEBIT,1201,2026-03-20 02:01:23
7978,1522,DEBIT,3356,2026-04-19 20:28:44
7979,1522,CREDIT,2253,2025-09-25 05:05:39
7980,1523,CREDIT,4890,2026-04-18 03:01:41
7981,1524,CREDIT,228,2025-10-16 01:18:35
7982,1524,DEBIT,418,2025-06-22 04:59:19
7983,1524,CREDIT,2927,2026-05-21 01:04:19
7984,1524,CREDIT,2267,2025-09-09 00:37:13
7985,1524,CREDIT,2838,2026-06-11 12:39:34
7986,1524,DEBIT,1284,2026-06-01 03:38:23
7987,1524,DEBIT,629,2025-08-28 01:25:27
7988,1524,CREDIT,2943,2025-07-30 21:34:51
7989,1524,CREDIT,4822,2026-04-30 12:06:21
7990,1524,CREDIT,3877,2026-01-30 04:51:47
7991,1525,CREDIT,3311,2025-12-22 03:49:01
7992,1525,CREDIT,4733,2026-05-05 22:49:03
7993,1525,CREDIT,595,2025-08-11 00:41:17
7994,1525,CREDIT,470,2025-12-18 23:56:37
7995,1525,CREDIT,952,2025-07-06 00:17:45
7996,1525,CREDIT,250,2026-05-06 05:02:24
7997,1526,DEBIT,3337,2025-11-14 23:03:25
7998,1526,DEBIT,1568,2026-04-20 06:25:57
7999,1526,DEBIT,3764,2025-12-19 20:46:02
8000,1526,DEBIT,1673,2026-03-06 21:21:09
8001,1526,CREDIT,528,2026-05-12 14:58:18
8002,1527,CREDIT,3090,2025-07-19 19:42:51
8003,1527,DEBIT,1993,2025-06-20 07:25:20
8004,1527,CREDIT,2373,2025-11-06 10:27:33
8005,1527,DEBIT,4875,2026-04-27 20:36:19
8006,1527,DEBIT,4115,2026-03-29 01:28:39
8007,1527,CREDIT,4480,2026-03-22 16:26:50
8008,1527,DEBIT,130,2025-07-14 17:28:08
8009,1527,CREDIT,4957,2026-01-03 12:49:36
8010,1528,DEBIT,3854,2025-09-28 21:22:19
8011,1529,CREDIT,1367,2026-04-11 21:22:14
8012,1529,DEBIT,3397,2025-11-25 17:47:19
8013,1529,CREDIT,4192,2025-08-23 01:19:56
8014,1529,CREDIT,562,2025-07-13 16:26:29
8015,1529,CREDIT,4583,2026-05-19 09:29:32
8016,1529,CREDIT,732,2026-04-26 02:54:14
8017,1529,DEBIT,241,2025-08-22 18:03:57
8018,1530,CREDIT,1839,2026-04-22 03:50:39
8019,1531,DEBIT,4962,2026-01-13 02:17:25
8020,1531,DEBIT,830,2025-11-19 22:26:41
8021,1531,CREDIT,4586,2026-05-30 03:59:17
8022,1531,DEBIT,1653,2025-11-03 11:03:06
8023,1531,CREDIT,3297,2026-06-02 17:20:35
8024,1531,CREDIT,3857,2026-05-23 16:07:00
8025,1531,CREDIT,2079,2026-02-24 15:50:30
8026,1531,DEBIT,3825,2025-07-14 05:38:07
8027,1532,DEBIT,4012,2026-04-01 04:08:51
8028,1532,DEBIT,186,2026-04-24 19:01:51
8029,1532,CREDIT,1690,2026-05-11 05:40:42
8030,1532,DEBIT,1717,2025-09-06 22:48:03
8031,1532,DEBIT,1452,2026-03-27 09:30:20
8032,1532,DEBIT,164,2026-02-27 01:07:10
8033,1533,DEBIT,3119,2025-09-05 04:49:37
8034,1533,DEBIT,3703,2026-01-13 12:31:54
8035,1533,CREDIT,4991,2025-12-18 00:57:14
8036,1533,DEBIT,4263,2025-07-16 14:34:29
8037,1534,CREDIT,3682,2026-01-26 20:32:29
8038,1534,CREDIT,1851,2025-10-31 19:52:01
8039,1534,DEBIT,4991,2025-07-14 14:27:58
8040,1534,DEBIT,4939,2026-05-12 23:49:02
8041,1534,CREDIT,3326,2025-11-24 12:47:38
8042,1534,CREDIT,2179,2025-09-03 06:09:25
8043,1535,DEBIT,4778,2025-11-28 09:37:52
8044,1535,DEBIT,2615,2025-09-14 10:10:05
8045,1536,DEBIT,2005,2026-05-11 20:37:04
8046,1536,DEBIT,4884,2026-01-11 20:49:44
8047,1536,CREDIT,3734,2026-02-27 11:57:46
8048,1536,DEBIT,2099,2025-10-09 08:22:29
8049,1536,CREDIT,2134,2025-10-19 06:41:18
8050,1536,DEBIT,2105,2025-12-28 18:10:12
8051,1536,DEBIT,1074,2025-08-30 21:57:26
8052,1536,DEBIT,2355,2025-09-20 15:28:49
8053,1537,CREDIT,2320,2026-05-26 16:47:26
8054,1537,CREDIT,3752,2026-02-26 11:00:19
8055,1537,CREDIT,4778,2026-06-15 13:09:01
8056,1537,DEBIT,1386,2025-08-26 02:14:47
8057,1537,DEBIT,703,2026-05-13 03:51:22
8058,1537,DEBIT,3884,2025-06-25 16:00:39
8059,1537,CREDIT,3043,2025-11-30 08:29:07
8060,1538,CREDIT,1612,2025-10-23 00:53:56
8061,1538,DEBIT,1939,2026-04-10 19:21:03
8062,1538,CREDIT,1166,2025-06-21 12:51:15
8063,1538,DEBIT,3655,2026-03-29 07:34:18
8064,1538,DEBIT,1095,2026-03-13 02:16:02
8065,1538,DEBIT,2530,2026-06-16 07:23:53
8066,1538,CREDIT,1393,2026-05-20 13:18:16
8067,1538,DEBIT,3526,2026-01-11 23:55:15
8068,1538,DEBIT,3890,2026-01-15 13:46:02
8069,1539,DEBIT,4717,2025-10-09 17:48:21
8070,1539,DEBIT,3379,2026-05-01 11:43:19
8071,1539,DEBIT,697,2026-01-25 07:22:08
8072,1539,DEBIT,3518,2025-08-07 05:33:55
8073,1539,DEBIT,3550,2026-04-26 20:04:31
8074,1539,CREDIT,1260,2025-06-28 05:46:55
8075,1539,DEBIT,3855,2026-01-10 11:38:50
8076,1539,DEBIT,1650,2025-09-22 22:45:18
8077,1540,CREDIT,4654,2025-09-02 13:34:31
8078,1540,CREDIT,2271,2026-04-04 01:17:55
8079,1541,DEBIT,909,2026-06-13 05:45:07
8080,1541,DEBIT,2012,2025-11-27 14:21:42
8081,1541,CREDIT,111,2026-02-10 14:59:45
8082,1541,CREDIT,1295,2025-07-19 15:34:27
8083,1541,CREDIT,1557,2025-10-25 02:12:50
8084,1541,CREDIT,2398,2025-08-02 05:57:03
8085,1542,DEBIT,2754,2026-04-30 06:07:46
8086,1542,CREDIT,1665,2025-11-23 23:09:54
8087,1542,CREDIT,1425,2026-03-29 01:18:37
8088,1542,DEBIT,2597,2026-04-11 23:39:34
8089,1542,DEBIT,4109,2026-03-11 02:58:41
8090,1543,CREDIT,768,2025-06-18 18:16:44
8091,1543,CREDIT,4449,2026-04-23 12:23:08
8092,1543,DEBIT,4245,2025-11-22 11:44:58
8093,1543,DEBIT,445,2026-01-12 18:52:08
8094,1543,CREDIT,1606,2026-02-22 01:47:34
8095,1544,CREDIT,3947,2026-02-01 15:48:03
8096,1544,CREDIT,241,2026-04-24 04:24:54
8097,1544,CREDIT,1931,2025-10-17 10:46:37
8098,1544,DEBIT,1866,2026-01-21 10:01:22
8099,1544,CREDIT,478,2026-04-23 05:18:06
8100,1544,CREDIT,2618,2026-02-23 20:45:25
8101,1545,CREDIT,1952,2025-07-03 03:32:11
8102,1545,CREDIT,2477,2025-11-09 03:35:01
8103,1545,DEBIT,1889,2025-09-27 12:20:05
8104,1545,CREDIT,3433,2025-11-08 11:02:02
8105,1545,CREDIT,314,2026-02-14 17:34:02
8106,1546,CREDIT,3123,2025-12-27 19:17:14
8107,1546,CREDIT,1610,2025-07-15 17:16:05
8108,1546,CREDIT,104,2025-10-24 21:43:29
8109,1546,DEBIT,1226,2025-08-28 14:48:56
8110,1546,CREDIT,4237,2025-12-30 08:19:07
8111,1546,CREDIT,2821,2026-05-02 13:51:09
8112,1546,CREDIT,3809,2026-06-10 18:23:58
8113,1546,CREDIT,388,2026-01-26 04:45:57
8114,1547,DEBIT,1429,2026-02-15 16:22:27
8115,1547,DEBIT,3157,2026-01-07 15:08:57
8116,1547,DEBIT,3349,2026-05-31 01:09:29
8117,1547,CREDIT,1070,2025-11-30 13:51:38
8118,1547,CREDIT,3146,2026-03-08 20:26:58
8119,1547,DEBIT,2067,2025-10-07 09:11:20
8120,1547,CREDIT,2650,2025-12-04 09:25:33
8121,1548,DEBIT,2118,2026-02-06 01:22:41
8122,1548,DEBIT,2030,2025-07-11 10:55:56
8123,1548,CREDIT,907,2026-02-08 05:27:35
8124,1549,DEBIT,3564,2025-11-05 12:50:21
8125,1549,CREDIT,4521,2026-01-03 22:35:49
8126,1549,DEBIT,682,2025-11-10 04:03:47
8127,1549,DEBIT,4117,2025-10-02 07:11:31
8128,1549,CREDIT,2621,2026-02-15 09:37:11
8129,1549,DEBIT,1799,2025-10-23 10:28:19
8130,1549,CREDIT,3926,2026-04-21 05:01:07
8131,1549,DEBIT,1016,2026-02-02 05:24:19
8132,1549,CREDIT,666,2025-12-10 14:34:16
8133,1549,CREDIT,309,2025-07-30 00:12:51
8134,1550,DEBIT,782,2026-03-31 04:29:58
8135,1550,CREDIT,4914,2025-10-09 23:16:30
8136,1551,CREDIT,538,2025-10-04 19:32:23
8137,1551,CREDIT,4425,2026-04-11 07:25:00
8138,1552,CREDIT,3298,2026-05-31 20:38:37
8139,1553,DEBIT,400,2025-06-26 14:52:47
8140,1553,CREDIT,2671,2026-01-29 12:18:46
8141,1553,CREDIT,1172,2026-02-14 08:50:55
8142,1553,CREDIT,3183,2026-03-03 23:49:10
8143,1553,CREDIT,1442,2025-11-20 09:34:40
8144,1553,DEBIT,2949,2025-07-28 07:36:04
8145,1554,CREDIT,1004,2026-05-03 08:10:55
8146,1554,CREDIT,4396,2025-10-08 16:51:35
8147,1554,DEBIT,2338,2026-04-12 18:05:35
8148,1555,CREDIT,3934,2026-03-08 14:44:03
8149,1555,DEBIT,4277,2025-12-26 11:14:06
8150,1555,DEBIT,2063,2026-01-29 11:03:35
8151,1555,DEBIT,1388,2026-01-13 03:51:05
8152,1555,CREDIT,1499,2025-12-20 04:22:29
8153,1555,CREDIT,4494,2025-11-19 10:20:16
8154,1556,DEBIT,3480,2025-07-09 02:46:34
8155,1557,DEBIT,1871,2026-03-11 20:06:24
8156,1557,DEBIT,2902,2026-01-21 10:42:53
8157,1557,CREDIT,4367,2026-04-04 09:52:36
8158,1557,DEBIT,3551,2025-11-21 07:42:36
8159,1557,DEBIT,789,2025-11-12 04:57:29
8160,1557,DEBIT,417,2026-02-05 07:03:27
8161,1557,CREDIT,2404,2025-08-17 10:11:44
8162,1558,CREDIT,2050,2026-04-30 13:52:41
8163,1558,CREDIT,4757,2026-04-24 11:29:24
8164,1558,DEBIT,3624,2026-01-13 04:32:43
8165,1558,DEBIT,1972,2025-10-22 17:08:42
8166,1558,DEBIT,2738,2025-11-24 19:12:20
8167,1558,CREDIT,103,2025-07-06 11:10:30
8168,1558,CREDIT,2032,2025-08-22 10:14:21
8169,1558,CREDIT,1685,2026-03-31 17:26:17
8170,1558,DEBIT,772,2025-10-27 19:54:25
8171,1559,DEBIT,1468,2026-06-10 11:14:42
8172,1559,CREDIT,3615,2026-06-16 15:53:17
8173,1559,DEBIT,3335,2026-02-20 11:17:47
8174,1560,CREDIT,2211,2026-04-11 03:42:55
8175,1560,CREDIT,1914,2026-03-29 19:22:35
8176,1560,DEBIT,2996,2025-08-30 19:28:45
8177,1560,DEBIT,4160,2025-11-14 22:05:33
8178,1560,CREDIT,2679,2025-06-26 03:42:36
8179,1560,DEBIT,4331,2025-07-04 09:08:48
8180,1561,DEBIT,2338,2025-07-27 12:20:36
8181,1561,DEBIT,4400,2026-01-28 08:27:25
8182,1561,DEBIT,1518,2026-01-13 07:53:39
8183,1561,DEBIT,3509,2026-03-27 11:04:22
8184,1561,DEBIT,2046,2026-03-19 13:31:29
8185,1561,CREDIT,2374,2026-04-07 22:22:46
8186,1562,CREDIT,828,2025-09-26 12:41:47
8187,1562,DEBIT,3662,2026-01-26 15:35:39
8188,1562,DEBIT,1518,2026-05-03 15:14:44
8189,1562,CREDIT,3179,2026-04-03 12:21:50
8190,1562,CREDIT,1705,2026-05-12 03:55:55
8191,1562,CREDIT,2611,2025-09-07 03:05:35
8192,1563,CREDIT,464,2026-02-27 16:29:47
8193,1563,DEBIT,417,2025-10-21 20:03:51
8194,1563,CREDIT,3953,2025-08-10 15:38:03
8195,1564,DEBIT,4625,2026-01-10 11:57:14
8196,1564,CREDIT,2611,2025-11-14 05:02:02
8197,1564,DEBIT,1438,2026-03-13 04:49:04
8198,1565,DEBIT,1533,2026-04-20 14:15:30
8199,1565,CREDIT,2891,2026-01-06 16:12:09
8200,1565,CREDIT,2741,2026-04-29 18:37:35
8201,1565,CREDIT,3465,2025-06-30 02:50:07
8202,1566,DEBIT,2857,2026-03-20 22:30:01
8203,1566,DEBIT,853,2025-11-01 16:13:50
8204,1566,DEBIT,3729,2025-08-04 11:35:16
8205,1566,DEBIT,2422,2026-01-03 22:57:01
8206,1566,DEBIT,854,2026-03-31 01:07:41
8207,1566,CREDIT,174,2025-11-18 15:33:17
8208,1566,CREDIT,4448,2025-08-05 05:45:58
8209,1566,DEBIT,1433,2025-09-25 01:33:38
8210,1566,CREDIT,3078,2025-10-08 12:38:42
8211,1566,CREDIT,1217,2025-07-28 00:29:44
8212,1567,DEBIT,4769,2025-10-19 02:49:26
8213,1567,DEBIT,261,2025-06-21 17:19:32
8214,1567,CREDIT,4549,2026-02-19 02:32:00
8215,1567,DEBIT,1032,2026-04-12 02:34:13
8216,1567,CREDIT,307,2026-04-21 22:18:22
8217,1567,CREDIT,1021,2026-03-06 14:59:45
8218,1567,CREDIT,2212,2025-09-03 18:33:10
8219,1568,CREDIT,202,2026-01-08 22:58:40
8220,1568,CREDIT,3672,2025-11-05 04:41:32
8221,1568,DEBIT,102,2026-01-30 16:41:35
8222,1568,DEBIT,2374,2026-05-03 23:01:57
8223,1568,DEBIT,4595,2025-07-22 13:51:51
8224,1568,CREDIT,2190,2025-09-20 06:38:14
8225,1569,DEBIT,3999,2026-03-02 18:49:40
8226,1569,CREDIT,3755,2025-08-07 05:15:08
8227,1569,CREDIT,931,2025-07-09 02:50:52
8228,1569,DEBIT,473,2026-04-14 07:17:38
8229,1569,CREDIT,4349,2026-06-10 02:57:23
8230,1569,CREDIT,4228,2026-04-12 20:32:05
8231,1570,DEBIT,4045,2025-10-30 12:28:40
8232,1570,DEBIT,1979,2026-03-27 13:59:08
8233,1570,CREDIT,2647,2025-10-03 01:54:03
8234,1570,DEBIT,4139,2026-04-03 12:49:43
8235,1570,DEBIT,2913,2025-11-02 04:17:36
8236,1570,CREDIT,2701,2025-10-01 06:07:42
8237,1570,CREDIT,1130,2025-10-04 18:31:38
8238,1570,DEBIT,1846,2025-07-12 00:09:42
8239,1570,CREDIT,3001,2025-08-19 15:37:42
8240,1571,CREDIT,4408,2025-12-24 13:23:49
8241,1571,CREDIT,4881,2026-06-16 11:04:15
8242,1571,DEBIT,449,2025-08-06 03:25:20
8243,1571,CREDIT,3703,2025-12-15 17:41:43
8244,1572,DEBIT,1681,2025-09-16 18:09:49
8245,1572,DEBIT,2738,2026-02-23 06:43:29
8246,1572,DEBIT,1091,2025-10-06 05:50:59
8247,1572,DEBIT,3536,2025-10-19 10:58:19
8248,1572,CREDIT,2924,2025-12-02 15:31:17
8249,1572,DEBIT,4747,2025-10-13 21:58:51
8250,1572,DEBIT,2038,2026-06-06 22:30:19
8251,1572,CREDIT,2301,2025-11-26 08:53:18
8252,1572,DEBIT,242,2025-09-08 20:33:08
8253,1572,DEBIT,3569,2025-07-27 13:32:12
8254,1573,DEBIT,4159,2026-03-15 16:20:44
8255,1573,DEBIT,591,2025-07-29 10:51:32
8256,1573,DEBIT,187,2026-05-12 17:16:42
8257,1573,CREDIT,308,2026-04-15 07:59:32
8258,1573,DEBIT,664,2025-09-26 04:17:47
8259,1574,CREDIT,3587,2026-04-22 09:05:46
8260,1574,CREDIT,2146,2026-04-04 18:11:23
8261,1574,DEBIT,722,2025-07-03 16:09:23
8262,1574,CREDIT,2113,2026-04-01 01:19:53
8263,1574,DEBIT,4631,2026-02-28 12:36:12
8264,1574,CREDIT,2733,2026-03-24 08:48:06
8265,1574,DEBIT,683,2026-04-05 15:18:17
8266,1575,DEBIT,4980,2026-01-18 20:25:06
